pollinatorFamily,pollinatorName
Ichneumonidae,Alomya debellator
Ichneumonidae,Amblyjoppa fuscipennis
Ichneumonidae,Amblyteles armatorius
Ichneumonidae,Banchinae
Ichneumonidae,Banchus volutatorius
Ichneumonidae,Barycnemis
Ichneumonidae,Buathra laborator
Ichneumonidae,Campopleginae
Ichneumonidae,Campoplex sp.
Ichneumonidae,Clypeocampulum
Ichneumonidae,Collyria trichophthalma
Ichneumonidae,Cosmoconus ceratophorus
Ichneumonidae,Cosmoconus nigriventris
Ichneumonidae,Ctenichneumon panzeri
Ichneumonidae,Ctenochares bicolorus
Ichneumonidae,Ctenopelmatinae
Ichneumonidae,Dichrogaster
Ichneumonidae,Diphyus palliatorius
Ichneumonidae,Diplazon laetatorius
Ichneumonidae,Diplazon pectoratorius
Ichneumonidae,Dyspetes luteomarginatus
Ichneumonidae,Endasys
Ichneumonidae,Epistathmus crassicornis
Ichneumonidae,Eutanyacra crispatoria
Ichneumonidae,Exephanes ischioxanthus
Ichneumonidae,Gelis
Ichneumonidae,Glypta
Ichneumonidae,Hellwigia elegans
Ichneumonidae,Hoplismenus bidentatus
Ichneumonidae,Hyposoter
Ichneumonidae,Ichneumon
Ichneumonidae,Ichneumon molitorius
Ichneumonidae,Ichneumon sarcitorius
Ichneumonidae,Ichneumon stramentor
Ichneumonidae,Ichneumon xanthorius
Ichneumonidae,Ichneumonidae
Ichneumonidae,Limerodops elongatus
Ichneumonidae,Limerodops subsericans
Ichneumonidae,Lissonota sp.
Ichneumonidae,Mesochorus
Ichneumonidae,Odinophora
Ichneumonidae,Ophion
Ichneumonidae,Oxytorus armatus
Ichneumonidae,Phaenolobus terebrator
Ichneumonidae,Phradis morionellus
Ichneumonidae,Phrudus monilicornis
Ichneumonidae,Phygadeuon
Ichneumonidae,Phygadeuon cephalotes
Ichneumonidae,Phygadeuon hercynicus
Ichneumonidae,Pimpla aquilonia
Ichneumonidae,Pimpla contemplator
Ichneumonidae,Pimpla flavicoxis
Ichneumonidae,Pimpla sp.
Ichneumonidae,Pimpla turionellae
Ichneumonidae,Probles montanus
Ichneumonidae,Scambus buolianae
Ichneumonidae,Scambus nigricans
Ichneumonidae,Stenomacrus
Ichneumonidae,Stilpnus tenebricosus
Ichneumonidae,Sussaba cognata
Ichneumonidae,Sussaba erigator
Ichneumonidae,Syrphophilus tricinctorius
Ichneumonidae,Syzeuctus baezi
Ichneumonidae,Syzeuctus tigris
Ichneumonidae,Temelucha interruptor
Ichneumonidae,Tersilochus
Ichneumonidae,Theroscopus
Ichneumonidae,Tricholinum
Ichneumonidae,Tryphon bidentatus
Ichneumonidae,Tryphon trochanteratus
Ichneumonidae,Tycherus ophtalmicus
Ichneumonidae,Xorides
Incurvariidae,Nemophora
Iteaphilidae,Paraiteaphila italica
Kateretidae,Brachypterus urticae
Keroplatidae,Antlemon halidayi
Keroplatidae,Keroplatidae
Lagriidae,Lagriidae
Lasiocampidae,Lasiocampa quercus
Lasiocampidae,Symphyta
Latridiidae,Enicmus transversus
Latridiidae,Latridius minutus
Lauxaniidae,Calliopum aeneum
Lauxaniidae,Calliopum elisae
Lauxaniidae,Lauxania cylindricornis
Lauxaniidae,Lauxaniidae
Lauxaniidae,Meiosimyza decempunctata
Lauxaniidae,Meiosimyza rorida
Lauxaniidae,Peplomyza litura
Lauxaniidae,Sapromyza
Lauxaniidae,Sapromyza apicalis
Lauxaniidae,Tricholauxania praeusta
Lecithoceridae,Lecithocera nigrana
Leiodidae,Anisotoma
Leptoceridae,Ceraclea annulicornis
Leucospidae,Leucospis
Leucospidae,Leucospis brevicauda
Leucospidae,Leucospis dorsigera
Leucospidae,Leucospis gigas
Libellulidae,Orthetrum chrysostigma
Libellulidae,Sympetrum fonscolombii
Limoniidae,Crypteria limnophiloides
Limoniidae,Dicranomyia morio
Limoniidae,Dicranomyia sericata
Limoniidae,Euphylidorea meigenii
Limoniidae,Ormosia nodulosa
Limoniidae,Phylidorea fulvonervosa
Limoniidae,Phyllolabis macroura
Lonchaeidae,Lamprolonchaea smaragdi
Lonchaeidae,Lonchaea
Lonchaeidae,Lonchaeidae
Lonchaeidae,Silba fumosa
Lonchopteridae,Lonchoptera bifurcata
Lonchopteridae,Lonchoptera lutea
Lycaenidae,Agriades glandon
Lycaenidae,Agrodiaetus admetus
Lycaenidae,Agrodiaetus dolus
Lycaenidae,Aricia agestis
Lycaenidae,Aricia artaxerxes
Lycaenidae,Aricia artaxerxes allous
Lycaenidae,Aricia cramera
Lycaenidae,Cacyreus marshalli
Lycaenidae,Callophrys avis
Lycaenidae,Callophrys rubi
Lycaenidae,Celastrina argiolus
Lycaenidae,Cigaritis acamas
Lycaenidae,Cupido argiades
Lycaenidae,Cupido lorquinii
Lycaenidae,Cupido minimus
Lycaenidae,Cyaniris semiargus
Lycaenidae,Cyclyrius webbianus
Lycaenidae,Elkalyce alcetas
Lycaenidae,Elkalyce argiades
Lycaenidae,Eumedonia eumedon
Lycaenidae,Everes sebrus
Lycaenidae,Freyeria trochylus
Lycaenidae,Glaucopsyche alexis
Lycaenidae,Glaucopsyche melanops
Lycaenidae,Iolana iolas
Lycaenidae,Kretania brethertoni
Lycaenidae,Laeosopis roboris
Lycaenidae,Lampides
Lycaenidae,Lampides boeticus
Lycaenidae,Leptotes pirithous
Lycaenidae,Loweia tityrus
Lycaenidae,Lycaeides argyrognomon
Lycaenidae,Lycaeides idas
Lycaenidae,Lycaena alciphron
Lycaenidae,Lycaena dispar
Lycaenidae,Lycaena hippothoe
Lycaenidae,Lycaena phlaeas
Lycaenidae,Lycaena phlaeas phlaeoides
Lycaenidae,Lycaena virgaureae
Lycaenidae,Lycaenidae
Lycaenidae,Lysandra bellargus
Lycaenidae,Lysandra coridon
Lycaenidae,Maculinea alcon
Lycaenidae,Maculinea arion
Lycaenidae,Nordmannia ilicis
Lycaenidae,Palaeochrysophanus hippothoe
Lycaenidae,Phengaris teleius
Lycaenidae,Plebejus
Lycaenidae,Plebejus amanda
Lycaenidae,Plebejus argus
Lycaenidae,Plebejus argyrognomon
Lycaenidae,Plebicula dorylas
Lycaenidae,Polyommatus
Lycaenidae,Polyommatus daphnis
Lycaenidae,Polyommatus eros
Lycaenidae,Polyommatus icarus
Lycaenidae,Pseudophilotes abencerragus
Lycaenidae,Pseudophilotes baton
Lycaenidae,Pseudophilotes vicrama
Lycaenidae,Satyrium w-album
Lycaenidae,Scolitantides orion
Lycaenidae,Strymondia
Lycaenidae,Tarucus balkanica
Lycaenidae,Thecla betulae
Lycaenidae,Tomares ballus
Lycaenidae,Vacciniina optilete
Lycaenidae,Zizeeria karsandra
Lycaenidae,Zizeeria knysna
Lygaeidae,Caenocoris nerii
Lygaeidae,Kleidocerys resedae
Lygaeidae,Lygaeidae
Lygaeidae,Lygaeosoma sardeum
Lygaeidae,Lygaeus equestris
Lygaeidae,Melanocoryphus albomaculatus
Lygaeidae,Nysius
Lygaeidae,Nysius contiguus
Lygaeidae,Pachygrontha
Lygaeidae,Spilostethus furcula
Lygaeidae,Spilostethus pandurus
Lygaeidae,Spilostethus saxatilis
Lygaeidae,Tropidothorax leucopterus
Malachiidae,Attalus lusitanicus
Malachiidae,Attalus varitarsis
Malachiidae,Clanoptilus
Malachiidae,Clanoptilus abdominalis
Malachiidae,Clanoptilus marginellus
Malachiidae,Cordylepherus viridis
Margarodidae,Icerya seychellarum
Masaridae,Celonites abbreviatus
Masaridae,Celonites cyprius
Masaridae,Celonites cyprius smyrnensis
Masaridae,Celonites mayeti
Masaridae,Celonites rugiceps
Masaridae,Cerceris
Masaridae,Jugurtia dispar
Megachilidae,Afranthidium carduele
Megachilidae,Aglaoapis tridentata
Megachilidae,Anthidiellum breviusculum
Megachilidae,Anthidiellum strigatum
Megachilidae,Anthidiellum strigatum luteum
Megachilidae,Anthidium
Megachilidae,Anthidium cingulatum
Megachilidae,Anthidium dalmaticum
Megachilidae,Anthidium diadema
Megachilidae,Anthidium florentinum
Megachilidae,Anthidium loti
Megachilidae,Anthidium manicatum
Megachilidae,Anthidium oblongatum
Megachilidae,Anthidium punctatum
Megachilidae,Anthidium septemspinosum
Megachilidae,Anthidium spiniventre
Megachilidae,Anthidium taeniatum
Megachilidae,Anthidium undulatum
Megachilidae,Anthidium wuestneii
Megachilidae,Anthocopa
Megachilidae,Chalicodoma
Megachilidae,Chelostoma
Megachilidae,Chelostoma campanularum
Megachilidae,Chelostoma distinctum
Megachilidae,Chelostoma emarginatum
Megachilidae,Chelostoma florisomne
Megachilidae,Chelostoma hellenicum
Megachilidae,Chelostoma longifacies
Megachilidae,Chelostoma rapunculi
Megachilidae,Chelostoma transversum
Megachilidae,Coelioxys
Megachilidae,Coelioxys afra
Megachilidae,Coelioxys alatus
Megachilidae,Coelioxys aurolimbatus
Megachilidae,Coelioxys brevis
Megachilidae,Coelioxys conoideus
Megachilidae,Coelioxys echinatus
Megachilidae,Coelioxys haemorrhoa
Megachilidae,Coelioxys inermis
Megachilidae,Coelioxys mandibularis
Megachilidae,Coelioxys octodentatus
Megachilidae,Coelioxys rufescens
Megachilidae,Dioxys cinctus
Megachilidae,Eoanthidium
Megachilidae,Eoanthidium clypeare
Megachilidae,Eoanthidium insulare
Megachilidae,Heriades
Megachilidae,Heriades crenulata
Megachilidae,Heriades punctulifera
Megachilidae,Heriades rubicola
Megachilidae,Heriades truncorum
Megachilidae,Hofferia schmiedeknechti
Megachilidae,Hoplitis
Megachilidae,Hoplitis adunca
Megachilidae,Hoplitis annulata
Megachilidae,Hoplitis annulata crenulata
Megachilidae,Hoplitis antigae
Megachilidae,Hoplitis benoisti
Megachilidae,Hoplitis bisulca
Megachilidae,Hoplitis brachypogon
Megachilidae,Hoplitis claviventris
Megachilidae,Hoplitis cristatula
Megachilidae,Hoplitis curvipes
Megachilidae,Hoplitis fabrei
Megachilidae,Hoplitis jheringii
Megachilidae,Hoplitis leucomelana
Megachilidae,Hoplitis lysholmi
Megachilidae,Hoplitis manicata
Megachilidae,Hoplitis mitis
Megachilidae,Hoplitis pallicornis
Megachilidae,Hoplitis papaveris
Megachilidae,Hoplitis perezi
Megachilidae,Hoplitis pici
Megachilidae,Hoplitis praestans
Megachilidae,Hoplitis ravouxi
Megachilidae,Hoplitis strymonia
Megachilidae,Hoplitis tridentata
Megachilidae,Hoplitis villosa
Megachilidae,Hoplitis yermasoyiae
Megachilidae,Hoplitis yermasoyiae corcyraea
Megachilidae,Icteranthidium ferrugineum
Megachilidae,Icteranthidium grohmanni
Megachilidae,Icteranthidium laterale
Megachilidae,Lithurgus chrysurus
Megachilidae,Lithurgus cornutus
Megachilidae,Lithurgus tibialis
Megachilidae,Megachile
Megachilidae,Megachile albisecta
Megachilidae,Megachile albocristata
Megachilidae,Megachile albonotata
Megachilidae,Megachile alpicola
Megachilidae,Megachile apicalis
Megachilidae,Megachile binominata
Megachilidae,Megachile canariensis
Megachilidae,Megachile canescens
Megachilidae,Megachile centuncularis
Megachilidae,Megachile circumcincta
Megachilidae,Megachile deceptoria
Megachilidae,Megachile ericetorum
Megachilidae,Megachile farinosa
Megachilidae,Megachile fertoni
Megachilidae,Megachile flabellipes
Megachilidae,Megachile flavipes
Megachilidae,Megachile fuerteventurae
Megachilidae,Megachile genalis
Megachilidae,Megachile giraudi
Megachilidae,Megachile hungarica
Megachilidae,Megachile lagopoda
Megachilidae,Megachile leachella
Megachilidae,Megachile lefebvrei
Megachilidae,Megachile ligniseca
Megachilidae,Megachile manicata
Megachilidae,Megachile marginata
Megachilidae,Megachile maritima
Megachilidae,Megachile melanopyga
Megachilidae,Megachile montenegrensis
Megachilidae,Megachile nigriventris
Megachilidae,Megachile octosignata
Megachilidae,Megachile opacifrons
Megachilidae,Megachile parietina
Megachilidae,Megachile pilicrus
Megachilidae,Megachile pilidens
Megachilidae,Megachile pusilla
Megachilidae,Megachile pyrenaica
Megachilidae,Megachile rotundata
Megachilidae,Megachile rufescens
Megachilidae,Megachile sculpturalis
Megachilidae,Megachile semicircularis
Megachilidae,Megachile sicula
Megachilidae,Megachile versicolor
Megachilidae,Megachile villipes
Megachilidae,Megachile willughbiella
Megachilidae,Megachilidae
Megachilidae,Osmia
Megachilidae,Osmia andrenoides
Megachilidae,Osmia argyropyga
Megachilidae,Osmia aurulenta
Megachilidae,Osmia bicolor
Megachilidae,Osmia bicornis
Megachilidae,Osmia bidentata
Megachilidae,Osmia brevicornis
Megachilidae,Osmia caerulescens
Megachilidae,Osmia cephalotes
Megachilidae,Osmia cerinthidis
Megachilidae,Osmia cinnabarina
Megachilidae,Osmia cornuta
Megachilidae,Osmia dimidiata
Megachilidae,Osmia emarginata
Megachilidae,Osmia fallax
Megachilidae,Osmia ferruginea
Megachilidae,Osmia gallarum
Megachilidae,Osmia inermis
Megachilidae,Osmia labialis
Megachilidae,Osmia laticauda
Megachilidae,Osmia latreillei
Megachilidae,Osmia leaiana
Megachilidae,Osmia ligurica
Megachilidae,Osmia madeirensis
Megachilidae,Osmia melanogaster
Megachilidae,Osmia mustelina
Megachilidae,Osmia nasoproducta
Megachilidae,Osmia nigriventris
Megachilidae,Osmia niveata
Megachilidae,Osmia niveocincta
Megachilidae,Osmia notata
Megachilidae,Osmia nuda
Megachilidae,Osmia parietina
Megachilidae,Osmia pilicornis
Megachilidae,Osmia rufohirta
Megachilidae,Osmia scutellaris
Megachilidae,Osmia signata
Megachilidae,Osmia spinigera
Megachilidae,Osmia spinulosa
Megachilidae,Osmia submicans
Megachilidae,Osmia tergestensis
Megachilidae,Osmia tricornis
Megachilidae,Osmia uncinata
Megachilidae,Osmia versicolor
Megachilidae,Osmia viridana
Megachilidae,Osmia xanthomelana
Megachilidae,Osmiini
Megachilidae,Protosmia capitata
Megachilidae,Protosmia longiceps
Megachilidae,Protosmia minutula
Megachilidae,Protosmia tauricola
Megachilidae,Pseudoanthidium
Megachilidae,Pseudoanthidium alpinum
Megachilidae,Pseudoanthidium canariense
Megachilidae,Pseudoanthidium cribratum
Megachilidae,Pseudoanthidium eximium
Megachilidae,Pseudoanthidium jacobii
Megachilidae,Pseudoanthidium melanurum
Megachilidae,Pseudoanthidium nanum
Megachilidae,Pseudoanthidium scapulare
Megachilidae,Pseudoanthidium stigmaticorne
Megachilidae,Pseudoheriades
Megachilidae,Rhodanthidium
Megachilidae,Rhodanthidium caturigense
Megachilidae,Rhodanthidium infuscatum
Megachilidae,Rhodanthidium septemdentatum
Megachilidae,Rhodanthidium siculum
Megachilidae,Rhodanthidium sticticum
Megachilidae,Stelis
Megachilidae,Stelis annulata
Megachilidae,Stelis breviuscula
Megachilidae,Stelis denticulata
Megachilidae,Stelis minuta
Megachilidae,Stelis murina
Megachilidae,Stelis nasuta
Megachilidae,Stelis odontopyga
Megachilidae,Stelis ornatula
Megachilidae,Stelis phaeoptera
Megachilidae,Stelis punctulatissima
Megachilidae,Stelis signata
Megachilidae,Stenoheriades coelostoma
Megachilidae,Trachusa byssina
Megachilidae,Trachusa integra
Megachilidae,Trachusa interrupta
Megachilidae,Trachusa laeviventris
Megalodontesidae,Megalodontes
Melandryidae,Osphya bipunctata
Melittidae,Coelioxys
Melittidae,Dasypoda
Melittidae,Dasypoda albimana
Melittidae,Dasypoda argentata
Melittidae,Dasypoda braccata
Melittidae,Dasypoda cingulata
Melittidae,Dasypoda crassicornis
Melittidae,Dasypoda hirtipes
Melittidae,Dasypoda iberica
Melittidae,Dasypoda morawitzi
Melittidae,Dasypoda morotei
Melittidae,Dasypoda pyriformis
Melittidae,Dasypoda pyrotrichia
Melittidae,Dasypoda spinigera
Melittidae,Dasypoda visnaga
Melittidae,Macropis
Melittidae,Macropis europaea
Melittidae,Macropis fulvipes
Melittidae,Macropis labiata
Melittidae,Melitta
Melittidae,Melitta dimidiata
Melittidae,Melitta haemorrhoidalis
Melittidae,Melitta leporina
Melittidae,Melitta nigricans
Melittidae,Melitta tricincta
Meloidae,Cerocoma schreberi
Meloidae,Leptopalpus rostratus
Meloidae,Lytta vesicatoria
Meloidae,Psalydolytta fusca
Meloidae,Stenoria analis
Melyridae,Anthocomus fasciatus
Melyridae,Aplocnemus
Melyridae,Attalus
Melyridae,Danacaea
Melyridae,Dasytes
Melyridae,Dasytes niger
Melyridae,Dasytes nigroaeneus
Melyridae,Dasytes plumbeus
Melyridae,Dasytes striatulus
Melyridae,Dasytes terminalis
Melyridae,Dolichosoma lineare
Melyridae,Enicopus
Melyridae,Enicopus pilosus
Melyridae,Hypebaeus
Melyridae,Malachius
Melyridae,Malachius bipustulatus
Melyridae,Melyridae
Membracidae,Stictocephala bisonia
Microphysidae,Loricula
Micropterigidae,Micropterix aruncella
Micropterigidae,Micropterix calthella
Micropterigidae,Micropterix cypriensis
Micropterigidae,Micropterix ibericella
Micropterigidae,Micropterix klimeschi
Micropterigidae,Micropterix osthelderi
Milichiidae,Desmometopa
Milichiidae,Milichiidae
Miridae,Adelphocoris lineolatus
Miridae,Adelphocoris quadripunctatus
Miridae,Adelphocoris seticornis
Miridae,Adelphocoris vandalicus
Miridae,Apolygus lucorum
Miridae,Brachycoleus sexvittatus
Miridae,Calocoris
Miridae,Calocoris affinis
Miridae,Calocoris alpestris
Miridae,Calocoris nemoralis
Miridae,Calocoris roseomaculatus
Miridae,Capsodes flavomarginatus
Miridae,Capsodes gothicus
Miridae,Capsodes mat
Miridae,Capsodes sulcatus
Miridae,Closterotomus annulus
Miridae,Closterotomus biclavatus
Miridae,Closterotomus cinctipes
Miridae,Closterotomus norvegicus
Miridae,Closterotomus trivialis
Miridae,Cremnorrhinus basalis
Miridae,Creontiades pallidus
Miridae,Cyphodema instabilis
Miridae,Deraeocoris ater
Miridae,Deraeocoris flavilinea
Miridae,Deraeocoris lutescens
Miridae,Deraeocoris punctum
Miridae,Deraeocoris ruber
Miridae,Deraeocoris schach
Miridae,Grypocoris sexguttatus
Miridae,Grypocoris stysi
Miridae,Hadrodemus
Miridae,Hadrodemus m-flavum
Miridae,Harpocera thoracica
Miridae,Heterocapillus tigripes
Miridae,Heterocordylus tibialis
Miridae,Heterotoma planicornis
Miridae,Hoplomachus thunbergii
Miridae,Horistus elongatus
Miridae,Horistus orientalis
Miridae,Lepidargyrus ancorifer
Miridae,Leptopterna dolabrata
Miridae,Liocoris tripustulatus
Miridae,Lygocoris pabulinus
Miridae,Lygus adspersus
Miridae,Lygus rugulipennis
Miridae,Macrolophus
Miridae,Macrolophus pygmaeus
Miridae,Macrotylus nigricornis
Miridae,Megalocoleus
Miridae,Megalocoleus bolivari
Miridae,Mermitelocerus schmidtii
Miridae,Miridae
Miridae,Miris striatus
Miridae,Myrmecoris gracilis
Miridae,Oncotylus viridiflavus
Miridae,Orthops basalis
Miridae,Orthops campestris
Miridae,Orthops kalmii
Miridae,Pachyxyphus
Miridae,Phytocoris varipes
Miridae,Pinalitus cervinus
Miridae,Placochilus seladonicus
Miridae,Plagiognathus
Miridae,Plagiognathus arbustorum
Miridae,Plagiognathus fulvipennis
Miridae,Plagiognathus reuterellus
Miridae,Polymerus cognatus
Miridae,Polymerus unifasciatus
Miridae,Psallus
Miridae,Reuterista instabilis
Miridae,Stenotus binotatus
Miridae,Strongylocoris obscurus
Miridae,Taylorilygus apicalis
Miridae,Thiomiris sulphureus
Mordellidae,Mediimorda bipunctata
Mordellidae,Mordella
Mordellidae,Mordella holomelaena
Mordellidae,Mordellidae
Mordellidae,Mordellistena
Mordellidae,Mordellistena humeralis
Mordellidae,Mordellistena neuwaldeggiana
Mordellidae,Mordellistena pumila
Mordellidae,Mordellistena variegata
Mordellidae,Mordellochroa abdominalis
Mordellidae,Variimorda
Muscidae,Atherigona
Muscidae,Atherigona varia
Muscidae,Azelia aterrima
Muscidae,Azelia cilipes
Muscidae,Azelia gibbera
Muscidae,Azelia nebulosa
Muscidae,Azelia triquetra
Muscidae,Azelia zetterstedtii
Muscidae,Brontaea
Muscidae,Coenosia
Muscidae,Coenosia atritibia
Muscidae,Coenosia distinguens
Muscidae,Coenosia femoralis
Muscidae,Coenosia infantula
Muscidae,Coenosia intermedia
Muscidae,Coenosia means
Muscidae,Coenosia mollicula
Muscidae,Coenosia obscuricula
Muscidae,Coenosia octopunctata
Muscidae,Coenosia pedella
Muscidae,Coenosia pygmaea
Muscidae,Coenosia tigrina
Muscidae,Coenosia verralli
Muscidae,Dasyphora
Muscidae,Dasyphora albofasciata
Muscidae,Drymeia
Muscidae,Drymeia alpicola
Muscidae,Drymeia brumalis
Muscidae,Drymeia hamata
Muscidae,Drymeia tetra
Muscidae,Eudasyphora
Muscidae,Eudasyphora cyanella
Muscidae,Graphomya
Muscidae,Graphomya maculata
Muscidae,Graphomya minor
Muscidae,Gymnodia humilis
Muscidae,Haematobia irritans
Muscidae,Haematobosca
Muscidae,Haematobosca stimulans
Muscidae,Hebecnema fumosa
Muscidae,Hebecnema nigricolor
Muscidae,Hebecnema umbratica
Muscidae,Helina
Muscidae,Helina annosa
Muscidae,Helina atricolor
Muscidae,Helina calceata
Muscidae,Helina ciliatocosta
Muscidae,Helina cinerella
Muscidae,Helina depuncta
Muscidae,Helina evecta
Muscidae,Helina flavisquama
Muscidae,Helina impuncta
Muscidae,Helina latitarsis
Muscidae,Helina maculipennis
Muscidae,Helina obscurata
Muscidae,Helina pubiseta
Muscidae,Helina quadrum
Muscidae,Helina reversio
Muscidae,Helina setiventris
Muscidae,Helina trivittata
Muscidae,Hydrotaea
Muscidae,Hydrotaea albipuncta
Muscidae,Hydrotaea armipes
Muscidae,Hydrotaea cinerea
Muscidae,Hydrotaea cyrtoneurina
Muscidae,Hydrotaea ignava
Muscidae,Hydrotaea irritans
Muscidae,Hydrotaea meteorica
Muscidae,Hydrotaea militaris
Muscidae,Hydrotaea pandellei
Muscidae,Hydrotaea similis
Muscidae,Hydrotea
Muscidae,Limnophora
Muscidae,Limnophora obsignata
Muscidae,Limnophora riparia
Muscidae,Limnophora triangula
Muscidae,Lophosceles
Muscidae,Lophosceles cinereiventris
Muscidae,Macrorchis
Muscidae,Mesembrina
Muscidae,Mesembrina meridiana
Muscidae,Morellia
Muscidae,Morellia aenescens
Muscidae,Morellia hortorum
Muscidae,Morellia podagrica
Muscidae,Musca
Muscidae,Musca autumnalis
Muscidae,Musca osiris
Muscidae,Musca tempestiva
Muscidae,Muscidae
Muscidae,Muscidae sp.
Muscidae,Muscina
Muscidae,Muscina levida
Muscidae,Muscina prolapsa
Muscidae,Muscina stabulans
Muscidae,Mydaea anicula
Muscidae,Mydaea corni
Muscidae,Mydaea nebulosa
Muscidae,Myospila meditabunda
Muscidae,Neomyia
Muscidae,Neomyia cornicina
Muscidae,Neomyia viridescens
Muscidae,Phaonia
Muscidae,Phaonia alpicola
Muscidae,Phaonia angelicae
Muscidae,Phaonia chalinata
Muscidae,Phaonia consobrina
Muscidae,Phaonia errans
Muscidae,Phaonia erronea
Muscidae,Phaonia exoleta
Muscidae,Phaonia hybrida
Muscidae,Phaonia incana
Muscidae,Phaonia jugorum
Muscidae,Phaonia lugubris
Muscidae,Phaonia meigeni
Muscidae,Phaonia pallida
Muscidae,Phaonia palpata
Muscidae,Phaonia rufiventris
Muscidae,Phaonia serva
Muscidae,Phaonia siebecki
Muscidae,Phaonia subfuscinervis
Muscidae,Phaonia tuguriorum
Muscidae,Phaonia valida
Muscidae,Phaonia zugmayeriae
Muscidae,Polietes domitor
Muscidae,Polietes lardaria
Muscidae,Potamia
Muscidae,Pseudocoenosia solitaria
Muscidae,Pyrellia
Muscidae,Pyrellia rapax
Muscidae,Pyrellia vivida
Muscidae,Schoenomyza litorella
Muscidae,Spilogona
Muscidae,Spilogona alpica
Muscidae,Spilogona megastoma
Muscidae,Spilogona nitidicauda
Muscidae,Spilogona solitariana
Muscidae,Spilogona triangulifera
Muscidae,Stomoxys calcitrans
Muscidae,Thricops
Muscidae,Thricops aculeipes
Muscidae,Thricops beckeri
Muscidae,Thricops cunctans
Muscidae,Thricops furcatus
Muscidae,Thricops genarum
Muscidae,Thricops hirtulus
Muscidae,Thricops innocuus
Muscidae,Thricops longipes
Muscidae,Thricops nigrifrons
Muscidae,Thricops nigritellus
Muscidae,Thricops rostratus
Muscidae,Thricops semicinereus
Muscidae,Thricops sudeticus
Mutillidae,Mutilla
Mycetophilidae,Boletina
Mycetophilidae,Megophthalmidia
Mycetophilidae,Mycomya fuscata
Mycteridae,Mycterus curculioides
Mydidae,Ectyphinae
Mythicomyiidae,Cephalodromia
Mythicomyiidae,Cephalodromia nitens
Mythicomyiidae,Cyrtosia marginata
Mythicomyiidae,Empidideicus hackmani
Mythicomyiidae,Platypygus chrysanthemi
Nabidae,Nabidae
Nabidae,Nabis capsiformis
Nabidae,Nabis ferus
Nemestrinidae,Fallenia fasciata
Nemestrinidae,Nemestrinus caucasicus
Nemestrinidae,Nemestrinus graecus
Nemopteridae,Nemoptera
Nemopteridae,Nemoptera coa
Nemopteridae,Nemoptera sinuata
Nemouridae,Nemoura
Nitidulidae,Brachypterus glaber
Nitidulidae,Brachypterus urticae
Nitidulidae,Brassicogethes aeneus
Nitidulidae,Epuraea
Nitidulidae,Epuraea melanocephala
Nitidulidae,Fabogethes nigrescens
Nitidulidae,Kateretes pedicularius
Nitidulidae,Kateretes rufilabris
Nitidulidae,Meligethes
Nitidulidae,Meligethes atratus
Nitidulidae,Meligethes obscurus
Nitidulidae,Meligethes subrugosus
Nitidulidae,Nitidulidae
Noctuidae,Abrostola tripartita
Noctuidae,Abrostola triplasia
Noctuidae,Acontia lucida
Noctuidae,Acontia trabealis
Noctuidae,Acronicta megacephala
Noctuidae,Actinotia radiosa
Noctuidae,Agrochola lota
Noctuidae,Agrochola lunosa
Noctuidae,Agrochola lychnidis
Noctuidae,Agrotis exclamationis
Noctuidae,Agrotis ipsilon
Noctuidae,Agrotis puta
Noctuidae,Agrotis segetum
Noctuidae,Amphipoea fucosa
Noctuidae,Amphipyra pyramidea
Noctuidae,Amphipyra tragopoginis
Noctuidae,Anarta
Noctuidae,Anarta melanopa
Noctuidae,Anarta myrtilli
Noctuidae,Anarta trifolii
Noctuidae,Apamea monoglypha
Noctuidae,Apamea remissa
Noctuidae,Apamea sordens
Noctuidae,Aporophyla australis
Noctuidae,Aporophyla nigra
Noctuidae,Aspila
Noctuidae,Athetis pallustris
Noctuidae,Autographa
Noctuidae,Autographa bractea
Noctuidae,Autographa circumflexa
Noctuidae,Autographa gamma
Noctuidae,Autographa pseudogamma
Noctuidae,Autographa pulchrina
Noctuidae,Calamia tridens
Noctuidae,Callistege mi
Noctuidae,Calophasia opalina
Noctuidae,Calophasia platyptera
Noctuidae,Caradrina morpheus
Noctuidae,Celaena haworthii
Noctuidae,Cerapteryx graminis
Noctuidae,Charanyca trigrammica
Noctuidae,Chersotis alpestris
Noctuidae,Chersotis cuprea
Noctuidae,Chersotis oreina
Noctuidae,Chrysodeixis chalcites
Noctuidae,Conistra ligula
Noctuidae,Coranarta cordigera
Noctuidae,Cosmia trapezina
Noctuidae,Cryptocala chardinyi
Noctuidae,Ctenoplusia limbirena
Noctuidae,Cucullia calendulae
Noctuidae,Cucullia chamomillae
Noctuidae,Cucullia lychnitis
Noctuidae,Cucullia verbasci
Noctuidae,Diachrysia chrysitis
Noctuidae,Diarsia brunnea
Noctuidae,Discestra sodae
Noctuidae,Eremobia ochroleuca
Noctuidae,Eublemma parva
Noctuidae,Euxoa decora
Noctuidae,Euxoa obelisca
Noctuidae,Galgula partita
Noctuidae,Globia sparganii
Noctuidae,Gortyna flavago
Noctuidae,Hecatera dysodea
Noctuidae,Helicoverpa armigera
Noctuidae,Heliothis nubigera
Noctuidae,Heliothis peltigera
Noctuidae,Heliothis viriplaca
Noctuidae,Heterocera
Noctuidae,Hoplodrina alsines
Noctuidae,Hoplodrina ambigua
