pollinatorFamily,pollinatorName,plantFamily,plantName
Pieridae,Pieris mannii,Scrophulariaceae,Buddleja davidii
Sphecidae,Sceliphron caementarium,Bignoniaceae,Campsis
Sphingidae,Sphinx ligustri,Caryophyllaceae,Saponaria officinalis
Sphingidae,Macroglossum stellatarum,Fabaceae,Lathyrus tuberosus
Syrphidae,Eristalis arbustorum,Asteraceae,Sonchus
Syrphidae,Helophilus trivittatus,Asteraceae,Calendula officinalis
Syrphidae,Helophilus trivittatus,Asteraceae,Eupatorium cannabinum
Syrphidae,Helophilus trivittatus,Asteraceae,Helminthotheca echioides
Syrphidae,Helophilus trivittatus,Asteraceae,Tanacetum vulgare
Syrphidae,Episyrphus balteatus,Brassicaceae,Brassica napus
Syrphidae,Eristalis,Brassicaceae,Brassica napus
Syrphidae,Eristalis arbustorum,Brassicaceae,Brassica napus
Syrphidae,Eristalis intricaria,Brassicaceae,Brassica napus
Syrphidae,Eristalis pertinax,Brassicaceae,Brassica napus
Syrphidae,Eristalis tenax,Brassicaceae,Brassica napus
Syrphidae,Eupeodes luniger,Brassicaceae,Brassica napus
Syrphidae,Eupeodes nitens,Brassicaceae,Brassica napus
Syrphidae,Helophilus pendulus,Brassicaceae,Brassica napus
Syrphidae,Helophilus pendulus,Brassicaceae,Brassica nigra
Syrphidae,Helophilus trivittatus,Brassicaceae,Brassica napus
Syrphidae,Melanostoma mellinum,Brassicaceae,Brassica napus
Syrphidae,Melanostoma scalare,Brassicaceae,Brassica napus
Syrphidae,Myathropa florea,Brassicaceae,Brassica napus
Syrphidae,Parasyrphus nigritarsis,Brassicaceae,Brassica napus
Syrphidae,Rhingia campestris,Brassicaceae,Brassica napus
Syrphidae,Scaeva selenitica,Brassicaceae,Brassica napus
Syrphidae,Sphaerophoria,Brassicaceae,Brassica nigra
Syrphidae,Syritta pipiens,Brassicaceae,Brassica napus
Syrphidae,Syrphidae,Brassicaceae,Brassica napus
Syrphidae,Syrphus ribesii,Brassicaceae,Brassica napus
Syrphidae,Syrphus vitripennis,Brassicaceae,Brassica napus
Syrphidae,Volucella bombylans,Brassicaceae,Brassica napus
Syrphidae,Chrysotoxum cautum,Ericaceae,Vaccinium corymbosum
Syrphidae,Epistrophe eligans,Ericaceae,Vaccinium corymbosum
Syrphidae,Eristalis pertinax,Ericaceae,Vaccinium corymbosum
Syrphidae,Eristalis tenax,Ericaceae,Vaccinium corymbosum
Syrphidae,Eupeodes corollae,Ericaceae,Vaccinium corymbosum
Syrphidae,Helophilus pendulus,Ericaceae,Vaccinium corymbosum
Syrphidae,Helophilus trivittatus,Ericaceae,Vaccinium corymbosum
Syrphidae,Merodon equestris,Ericaceae,Vaccinium corymbosum
Syrphidae,Myathropa florea,Ericaceae,Vaccinium corymbosum
Syrphidae,Platycheirus peltatus,Ericaceae,Vaccinium corymbosum
Syrphidae,Rhingia campestris,Ericaceae,Vaccinium corymbosum
Syrphidae,Scaeva selenitica,Ericaceae,Vaccinium corymbosum
Syrphidae,Syrphus ribesii,Ericaceae,Vaccinium corymbosum
Syrphidae,Syrphus torvus,Ericaceae,Vaccinium corymbosum
Syrphidae,Syrphus vitripennis,Ericaceae,Vaccinium corymbosum
Syrphidae,Rhingia campestris,Iteaceae,Itea
Syrphidae,Eristalis tenax,Oleaceae,Ligustrum
Syrphidae,Volucella zonaria,Oleaceae,Ligustrum
Syrphidae,Cheilosia bergenstammi,Rosaceae,Malus domestica
Syrphidae,Cheilosia morio,Rosaceae,Malus domestica
Syrphidae,Cheilosia morio,Rosaceae,Pyrus communis
Syrphidae,Cheilosia pagana,Rosaceae,Malus domestica
Syrphidae,Cheilosia vernalis,Rosaceae,Malus domestica
Syrphidae,Dasysyrphus albostriatus,Rosaceae,Malus domestica
Syrphidae,Epistrophe nitidicollis,Rosaceae,Malus domestica
Syrphidae,Episyrphus balteatus,Rosaceae,Malus domestica
Syrphidae,Episyrphus balteatus,Rosaceae,Pyrus communis
Syrphidae,Eristalinus sepulchralis,Rosaceae,Pyrus communis
Syrphidae,Eristalis,Rosaceae,Malus domestica
Syrphidae,Eristalis,Rosaceae,Pyrus communis
Syrphidae,Eristalis arbustorum,Rosaceae,Malus domestica
Syrphidae,Eristalis arbustorum,Rosaceae,Pyrus communis
Syrphidae,Eristalis intricaria,Rosaceae,Malus domestica
Syrphidae,Eristalis intricaria,Rosaceae,Pyrus communis
Syrphidae,Eristalis nemorum,Rosaceae,Malus domestica
Syrphidae,Eristalis pertinax,Rosaceae,Malus domestica
Syrphidae,Eristalis pertinax,Rosaceae,Pyrus communis
Syrphidae,Eristalis pratorum,Rosaceae,Malus domestica
Syrphidae,Eristalis tenax,Rosaceae,Malus domestica
Syrphidae,Eristalis tenax,Rosaceae,Pyrus communis
Syrphidae,Eupeodes corollae,Rosaceae,Malus domestica
Syrphidae,Eupeodes luniger,Rosaceae,Malus domestica
Syrphidae,Helophilus pendulus,Rosaceae,Malus domestica
Syrphidae,Helophilus pendulus,Rosaceae,Pyrus communis
Syrphidae,Helophilus trivittatus,Rosaceae,Malus domestica
Syrphidae,Lapposyrphus lapponicus,Rosaceae,Malus domestica
Syrphidae,Melanostoma mellinum,Rosaceae,Malus domestica
Syrphidae,Melanostoma mellinum,Rosaceae,Pyrus communis
Syrphidae,Melanostoma scalare,Rosaceae,Malus domestica
Syrphidae,Melanostoma scalare,Rosaceae,Pyrus communis
Syrphidae,Meligramma guttata,Rosaceae,Malus domestica
Syrphidae,Meligramma guttata,Rosaceae,Pyrus communis
Syrphidae,Myathropa florea,Rosaceae,Pyrus communis
Syrphidae,Neocnemodon vitripennis,Rosaceae,Malus domestica
Syrphidae,Palpada agrorum,Rosaceae,Malus domestica
Syrphidae,Pipiza noctiluca,Rosaceae,Malus domestica
Syrphidae,Pipizella viduata,Rosaceae,Malus domestica
Syrphidae,Platycheirus albimanus,Rosaceae,Malus domestica
Syrphidae,Platycheirus albimanus,Rosaceae,Pyrus communis
Syrphidae,Platycheirus ambiguum,Rosaceae,Malus domestica
Syrphidae,Platycheirus angustatus,Rosaceae,Malus domestica
Syrphidae,Platycheirus clypeatus,Rosaceae,Malus domestica
Syrphidae,Platycheirus clypeatus,Rosaceae,Pyrus communis
Syrphidae,Platycheirus peltatus,Rosaceae,Malus domestica
Syrphidae,Platycheirus scutatus,Rosaceae,Malus domestica
Syrphidae,Platycheirus splendidus,Rosaceae,Pyrus communis
Syrphidae,Rhingia campestris,Rosaceae,Malus domestica
Syrphidae,Rhingia campestris,Rosaceae,Pyrus communis
Syrphidae,Sphaerophoria scripta,Rosaceae,Pyrus communis
Syrphidae,Syritta pipiens,Rosaceae,Malus domestica
Syrphidae,Syrphus ribesii,Rosaceae,Malus domestica
Syrphidae,Syrphus spec,Rosaceae,Malus domestica
Syrphidae,Syrphus vitripennis,Rosaceae,Malus domestica
Syrphidae,Tropidia scita,Rosaceae,Malus domestica
Syrphidae,Xylota segnis,Rosaceae,Malus domestica
Syrphidae,Melanostoma mellinum,Rubiaceae,Palicourea tomentosa
Syrphidae,Helophilus trivittatus,Scrophulariaceae,Buddleja davidii
Tephritidae,Myoleja lucida,Caprifoliaceae,Lonicera nummulariifolia subsp. nummulariifolia
